name,surname,fullname,sex,birth date,id,id_type,phone_number
Annamaria,Cretella,Annamaria Cretella,female,1979-07-04,AE3652248,Italian passport,00393311393830
Michele,Fusco,Michele Fusco,male,1963-02-28,UW8571399,Italian passport,00393773854566
Domenico,Mangiacapre,Domenico Mangiacapre,male,1989-12-16,ET8086356I,Italian driving license card,00393222188410
Marco,Cosentino,Marco Cosentino,male,1940-03-06,ZR43211BI,Italian electronic identity card,00393701776839
Daniele,Moglia,Daniele Moglia,male,1951-02-04,UE7166044,Italian passport,00393792644947
NiCola,Montedoro,NiCola Montedoro,male,1957-02-14,QI6071347W,Italian driving license card,00393773225358
Anna,Martino,Anna Martino,female,1998-11-15,CP48671JN,Italian electronic identity card,00393710501906
Peppe,Ragno,Peppe Ragno,male,1936-11-25,TO1099164,Italian passport,00393500368151
Anna,Grillo,Anna Grillo,female,1931-09-27,AH5519406,Italian passport,00393757868956
Paolo,Mercogliano,Paolo Mercogliano,male,1935-07-28,UT29130GL,Italian electronic identity card,00393778208850
Beniamino,Ferrara,Beniamino Ferrara,male,1965-01-15,BK82215AG,Italian electronic identity card,00393732409807
Ciro,Imperatore,Ciro Imperatore,male,2010-10-10,RS4360621W,Italian driving license card,00393757371913
Luigi,Buratti,Luigi Buratti,male,2012-07-16,CA70999PQ,Italian electronic identity card,00393818125781
Giuseppe,Carrieri,Giuseppe Carrieri,male,2006-03-03,KP2143295,Italian passport,00393925224542
Raimondo,Fabozzo,Raimondo Fabozzo,male,1984-10-03,DR6966170N,Italian driving license card,00393275663753
Giuliana,Donisi,Giuliana Donisi,female,2012-02-14,HZ1448755,Italian passport,00393434004528
Mary,Giorgio Sannino,Mary Giorgio Sannino,female,1971-05-12,XV73526BG,Italian electronic identity card,00393311854947
Pasquale Antonio,Dileo,Pasquale Antonio Dileo,male,1970-07-09,ON5383010T,Italian driving license card,00393778639442
Rosanna,Tammaro,Rosanna Tammaro,female,2007-09-01,LX76213WJ,Italian electronic identity card,00393475212563
Laura,Castiello,Laura Castiello,female,2011-08-11,JB7608150S,Italian driving license card,00393483724597
Giustino,D'alessandro,Giustino D'alessandro,male,2006-01-10,SP9349680,Italian passport,00393402644424
Maria Grazia,Gervasio,Maria Grazia Gervasio,female,1947-02-17,JH6395388X,Italian driving license card,00393516601728
Nunzio,Mallardo,Nunzio Mallardo,male,1934-03-05,ZD7583853G,Italian driving license card,00393505233847
Franco,Ferrandino,Franco Ferrandino,male,1945-09-10,UJ3901559,Italian passport,00393701781360
Carlo,Bruno,Carlo Bruno,male,1959-03-25,QT59746LW,Italian electronic identity card,00393777528422
Giovanni,Amirante,Giovanni Amirante,male,1995-06-13,CK5288035I,Italian driving license card,00393779731235
Adriana,Zanesini,Adriana Zanesini,female,2019-09-08,TQ6981098,Italian passport,00393974310519
Luigi,Strazzullo,Luigi Strazzullo,male,2006-10-09,RW1952602W,Italian driving license card,00393311288287
Pasquale,Mottola,Pasquale Mottola,male,1997-09-17,DL73297XY,Italian electronic identity card,00393501566570
Lino,Cibelli,Lino Cibelli,male,1962-12-27,FX2820127O,Italian driving license card,00393559350442
Alessandro,Cimmino,Alessandro Cimmino,male,1995-12-17,JU2621173O,Italian driving license card,00393311706348
Francesco,Ferrandino,Francesco Ferrandino,male,1941-11-25,GK27093IG,Italian electronic identity card,00393519501165
Antonio,Pezone,Antonio Pezone,male,1934-06-28,SN7855317,Italian passport,00393204935057
Vito,Longo,Vito Longo,male,1998-06-25,GE18244TO,Italian electronic identity card,00393375193358
Adriana,Mascia,Adriana Mascia,female,1961-01-08,AW4559523V,Italian driving license card,00393229982013
Federico,Cimmino,Federico Cimmino,male,2014-09-22,NM5529969,Italian passport,00393737791452
Antonio,Zaccaria,Antonio Zaccaria,male,2017-08-10,AV4264585,Italian passport,00393773635583
Luigi,Di Costanzo,Luigi Di Costanzo,male,1993-11-04,KU12099ZJ,Italian electronic identity card,00393505826273
Pietro,Natale,Pietro Natale,male,2009-01-02,PB89825GG,Italian electronic identity card,00393703816628
Emily,Conte,Emily Conte,female,1946-01-06,QX7509604,Italian passport,00393710779205
Remo,Ambrosini,Remo Ambrosini,male,1991-03-14,ET3175883D,Italian driving license card,00393402501633
Pasquale,Golia,Pasquale Golia,male,1942-04-13,RP6017896,Italian passport,00393710924611
Giuseppe,Esposito,Giuseppe Esposito,male,1963-11-26,LH4598068,Italian passport,00393756347170
Roberto,Grimaldi,Roberto Grimaldi,male,1982-12-04,RJ4817867,Italian passport,00393783645071
Antonio,Raimondi,Antonio Raimondi,male,1943-09-25,LK93699PN,Italian electronic identity card,00393510379525
Giacomo,Spera,Giacomo Spera,male,1990-05-28,OL4351209,Italian passport,00393511288265
Uccio,Di Franco,Uccio Di Franco,male,1952-11-25,JJ6416063,Italian passport,00393715615164
Carmine,Di Serio,Carmine Di Serio,male,1936-09-05,DX53814GK,Italian electronic identity card,00393206698094
Napoli Gol,Napoli Gol,Napoli Gol Napoli Gol,male,2015-05-21,JB1621038O,Italian driving license card,00393247325046
Francesco,Cotugno,Francesco Cotugno,male,1968-07-28,MN16474HZ,Italian electronic identity card,00393511780285
Maria,Laudisa,Maria Laudisa,female,1974-11-14,JQ4482710,Italian passport,00393509724853
Salvatore,Salamone,Salvatore Salamone,male,1973-11-27,SY2278390K,Italian driving license card,00393772665637
Franco,Indaco,Franco Indaco,male,1966-08-15,OJ25172JF,Italian electronic identity card,00393628994461
Massimo,Borra,Massimo Borra,male,1934-09-23,HH47484US,Italian electronic identity card,00393505920139
Sara,Baldi,Sara Baldi,female,1944-04-20,NJ43030NZ,Italian electronic identity card,00393518552821
Angelo,Pastore,Angelo Pastore,male,1935-06-09,KA1595044,Italian passport,00393208249380
Sartore,Pietro,Sartore Pietro,male,1998-04-16,FB6250740B,Italian driving license card,00393501517155
Nunzio,Migliaccio,Nunzio Migliaccio,male,1955-02-14,PM56439OH,Italian electronic identity card,00393822877976
Oka,Amica,Oka Amica,male,2007-07-24,KF66394TJ,Italian electronic identity card,00393403881234
Mario Alberico,Pacini,Mario Alberico Pacini,male,1974-08-30,BG6711583,Italian passport,00393513205078
Eureka,Emozioni D'interni,Eureka Emozioni D'interni,male,1936-03-18,CA56465PC,Italian electronic identity card,00393714899166
Beatrice,Canneto,Beatrice Canneto,female,1981-02-06,CS51204KY,Italian electronic identity card,00393407901564
Elio,Alato,Elio Alato,male,1951-01-02,NL57816GR,Italian electronic identity card,00393311975839
Francesco,Guacci,Francesco Guacci,male,1986-01-11,VN2285161F,Italian driving license card,00393221089415
Carmine,Ramundo,Carmine Ramundo,male,2002-10-03,ME64756JO,Italian electronic identity card,00393770397215
Perlingieri,Giuseppe,Perlingieri Giuseppe,male,1954-06-28,VN2466379,Italian passport,00393778647630
Silvana,Conte,Silvana Conte,female,2018-09-22,JW35226WG,Italian electronic identity card,00393399508335
Roberto,Di Paola,Roberto Di Paola,male,1931-04-05,ZI2309275,Italian passport,00393201805077
Eufemia,Scocca,Eufemia Scocca,female,2014-10-30,QD57441KY,Italian electronic identity card,00393791582116
Maurizio,Mancino,Maurizio Mancino,male,1991-01-11,AE9366193,Italian passport,00393756292337
Tony,Solla,Tony Solla,male,2001-03-02,SH6460301,Italian passport,00393828556873
Angela,Petrilli,Angela Petrilli,female,1962-05-01,LM6143515C,Italian driving license card,00393633304346
Pippo,Di Paola,Pippo Di Paola,male,1961-08-22,BJ8800647D,Italian driving license card,00393783353899
Antonio Striano,Antonio,Antonio Striano Antonio,male,1947-12-04,EJ79691RI,Italian electronic identity card,00393534890505
Carla,Gaudelli,Carla Gaudelli,female,1958-09-13,SB14808VZ,Italian electronic identity card,00393401543632
Antonello,Solono,Antonello Solono,male,2017-09-14,MQ7730526,Italian passport,00393773558579
Vania,Ferreira,Vania Ferreira,female,1963-03-12,WT7272572,Italian passport,00393501463546
Vincenzo,Negro,Vincenzo Negro,male,2012-08-20,WL91440WL,Italian electronic identity card,00393204465715
Natale,Rizzo,Natale Rizzo,male,1998-09-03,GD24906CC,Italian electronic identity card,00393311233019
Salvatore,Zucca,Salvatore Zucca,male,1948-01-31,RK49425FC,Italian electronic identity card,00393783186207
Peppe,Tore,Peppe Tore,male,2020-12-08,MJ2458999,Italian passport,00393773492760
Tiziano,Sernaglia,Tiziano Sernaglia,male,1939-11-20,OH33508YT,Italian electronic identity card,00393203101067
Giorgia,Gobbi,Giorgia Gobbi,female,1939-03-21,WR22845BA,Italian electronic identity card,00393224190696
Alfredo,Ventriglia,Alfredo Ventriglia,male,1941-06-17,OU3259701K,Italian driving license card,00393422297115
Paolo Mezzacapo,Fiorista,Paolo Mezzacapo Fiorista,male,1994-08-18,ZL4963852H,Italian driving license card,00393734576997
Enrico,D'Acunzo,Enrico D'Acunzo,male,1996-07-21,RG65445MD,Italian electronic identity card,00393735291156
Enzo,Manzi,Enzo Manzi,male,1933-05-25,OS6868084,Italian passport,00393355614275
Enrico,Albamonte,Enrico Albamonte,male,1941-07-01,KR54288DN,Italian electronic identity card,00393792365346
Alessandra,Colella,Alessandra Colella,female,1948-02-11,NP26285OK,Italian electronic identity card,00393770434398
Giulio,Di Giacomantonio,Giulio Di Giacomantonio,male,1934-01-08,NC7432231L,Italian driving license card,00393778276906
Angela,Mercurio,Angela Mercurio,female,1936-05-19,YY69744HG,Italian electronic identity card,00393715186875
Rossella,Leogrande,Rossella Leogrande,female,1958-05-20,EW51736DY,Italian electronic identity card,00393778708234
Maria,Ciao,Maria Ciao,female,1947-11-17,FY3128743U,Italian driving license card,00393770263954
Antonio,Petruzzo,Antonio Petruzzo,male,1949-11-10,IX4471492,Italian passport,00393715873918
Giuseppe,Cicala,Giuseppe Cicala,male,1953-05-22,AF2354907,Italian passport,00393703347266
Egidia,Castagnoli,Egidia Castagnoli,female,2011-07-24,ZC9263521O,Italian driving license card,00393513863461
Emilio,Toscano,Emilio Toscano,male,2003-10-31,IL2027477P,Italian driving license card,00393757133479
Alberto,Navone,Alberto Navone,male,1955-07-06,KP5505765U,Italian driving license card,00393793125322
Valerio,Di Curzio,Valerio Di Curzio,male,2004-01-15,VA7268218C,Italian driving license card,00393756107558
Annamaria,Rilievo,Annamaria Rilievo,female,1987-06-03,FK2734708O,Italian driving license card,00393283046308
Enzo,Manzella,Enzo Manzella,male,1936-02-10,UD1066729V,Italian driving license card,00393756440105
Aldo,Severino,Aldo Severino,male,1983-06-03,BW5940597,Italian passport,00393755419490
Giuseppe,Montechiaro,Giuseppe Montechiaro,male,1989-05-31,ZB7481075L,Italian driving license card,00393711909707
Gerry,Altilio,Gerry Altilio,male,2014-02-28,VH7912230F,Italian driving license card,00393783168736
Vincenzo,Paniccia,Vincenzo Paniccia,male,2020-09-17,GQ6044119,Italian passport,00393773605864
Mattia,Limone,Mattia Limone,male,2011-09-25,YP43531MZ,Italian electronic identity card,00393701862787
Raffaele,Femiano,Raffaele Femiano,male,1974-11-08,YV2283747,Italian passport,00393757456410
Luigi,Gambardella,Luigi Gambardella,male,1980-08-13,QK7579525J,Italian driving license card,00393776716910
Franco Alfonso,Pepe,Franco Alfonso Pepe,male,1934-08-16,IA5387657,Italian passport,00393511924917
Sabatino,Cuozzo,Sabatino Cuozzo,male,1977-08-11,BP5324093,Italian passport,00393711773581
Luigi,Oliva,Luigi Oliva,male,1993-04-09,DV7171610E,Italian driving license card,00393208862951
Agostino,de Bellis,Agostino de Bellis,male,1955-01-18,LQ15102JG,Italian electronic identity card,00393311880073
Gerardo,Rocco,Gerardo Rocco,male,2007-04-27,KU7453518C,Italian driving license card,00393777595939
Giuseppe,Daiuto,Giuseppe Daiuto,male,1983-12-31,SS38851WX,Italian electronic identity card,00393701779650
Teresa,Gabriele,Teresa Gabriele,female,2005-09-30,JK56461SE,Italian electronic identity card,00393777881686
Riccardo,Schiavini,Riccardo Schiavini,male,1996-01-22,ID8549300M,Italian driving license card,00393812296777
Teresa,Belcaro,Teresa Belcaro,female,2002-02-07,LG6640213,Italian passport,00393209944424
Gianfranco,Bracaccini,Gianfranco Bracaccini,male,1994-11-15,XP26211JJ,Italian electronic identity card,00393469782031
Franco,Scrinzi,Franco Scrinzi,male,1970-09-18,EB92987BG,Italian electronic identity card,00393732674090
Terry,Scarpellini,Terry Scarpellini,female,1957-08-17,PI4407659,Italian passport,00393773259689
Moshe,David,Moshe David,male,1976-10-18,LS16413TR,Italian electronic identity card,00393203220858
Mauro,Frisoni,Mauro Frisoni,male,1973-04-21,SE3110183I,Italian driving license card,00393701990637
Gianni,Castello,Gianni Castello,male,1964-03-30,EY1541318,Italian passport,00393405730921
Leonardo,Lotti,Leonardo Lotti,male,1934-03-13,BR8847646E,Italian driving license card,00393466993894
Anna,Fortunato,Anna Fortunato,female,1999-01-21,KN5926399,Italian passport,00393777530443
Carmine,Decuzzi,Carmine Decuzzi,male,1957-01-25,NS27619NO,Italian electronic identity card,00393770104521
Marco,Cipriani,Marco Cipriani,male,1981-03-21,QL81625GD,Italian electronic identity card,00393279982518
Maria Concetta,Cavallo,Maria Concetta Cavallo,female,1991-08-04,IK9333673A,Italian driving license card,00393770163617
Pietro,Panto',Pietro Panto',male,2013-10-19,DI98470RB,Italian electronic identity card,00393778215214
Luigi,Ucini,Luigi Ucini,male,1993-03-28,YM6531599,Italian passport,00393442945987
Luciano,Chirico,Luciano Chirico,male,1996-09-29,RG7550914Y,Italian driving license card,00393616739037
Giorgio,Mariatti,Giorgio Mariatti,male,1955-03-19,WO4620043,Italian passport,00393207550010
Ernesto,Rasoira,Ernesto Rasoira,male,1998-10-09,LB3070933,Italian passport,00393772959295
Olga,Losyeva,Olga Losyeva,female,1968-03-01,WX29271VD,Italian electronic identity card,00393701535679
Paolo,Barbeti,Paolo Barbeti,male,1940-10-19,MA1180854N,Italian driving license card,00393971967273
Giuseppe,Grauso,Giuseppe Grauso,male,1944-10-16,EA83316PX,Italian electronic identity card,00393513953962
Maria,Giordano,Maria Giordano,male,1956-02-24,ZW18681UR,Italian electronic identity card,00393505730791
Maria,Virdis,Maria Virdis,female,1955-05-23,ZS95946PD,Italian electronic identity card,00393701987926
Gigi,Camponi,Gigi Camponi,male,2020-08-19,TZ9462719,Italian passport,00393777917446
Sabato,De Rosa,Sabato De Rosa,male,1975-12-27,TC8355998,Italian passport,00393793321299
Elmiro,Perrone,Elmiro Perrone,male,1949-12-06,GX32347RD,Italian electronic identity card,00393509870907
Alessandro,Baccarini,Alessandro Baccarini,male,2014-10-24,OX90968PA,Italian electronic identity card,00393791217418
Alberto,Andrei,Alberto Andrei,male,1950-09-28,CN58988UZ,Italian electronic identity card,00393777778879
Anna,Muscariello,Anna Muscariello,female,1972-09-19,KG3787506L,Italian driving license card,00393710303790
Giuseppa,Frasca,Giuseppa Frasca,female,2000-03-05,OC3573017T,Italian driving license card,00393778354936
Angiolina,Alessi,Angiolina Alessi,female,1937-12-29,UM62226VP,Italian electronic identity card,00393456906854
Tony,Cassano,Tony Cassano,male,1933-08-09,RR7185175,Italian passport,00393510829553
Enrico,Pallonetto,Enrico Pallonetto,male,1976-08-29,ZN3483061S,Italian driving license card,00393272986450
Pietro,Martellotta,Pietro Martellotta,female,1962-08-28,MA4537716,Italian passport,00393511950865
Giampiero,Bennardi,Giampiero Bennardi,male,1935-02-13,FR7551219,Italian passport,00393783404453
Enri Ka,Pagnozzi,Enri Ka Pagnozzi,female,1935-08-06,KT50679WD,Italian electronic identity card,00393513709195
Emanuele,Rossano,Emanuele Rossano,male,1988-01-13,TN3870678,Italian passport,00393715727403
Silvana,Strazzera,Silvana Strazzera,female,2005-03-08,YV3672657,Italian passport,00393793667141
Mila,Varola,Mila Varola,female,1943-10-21,JR5199502,Italian passport,00393793348404
Franca,Volpe,Franca Volpe,female,1960-08-22,XG5743380N,Italian driving license card,00393772192437
Salvo,Mangano,Salvo Mangano,male,1962-05-20,EB4268119K,Italian driving license card,00393778842446
Ermanno,Arrigoni,Ermanno Arrigoni,male,1988-11-14,ZE52774JC,Italian electronic identity card,00393773220713
Rosa Maria,La Cascia,Rosa Maria La Cascia,female,1942-06-11,QX24225BB,Italian electronic identity card,00393501157601
Rosa,Al,Rosa Al,female,1962-11-01,LH74399RH,Italian electronic identity card,00393710503914
Pasquale,Pedrini,Pasquale Pedrini,male,2009-11-28,CL6892033,Italian passport,00393602366019
Andrea,Di Fausto,Andrea Di Fausto,male,1964-12-25,UT72497UN,Italian electronic identity card,00393733542064
Biba,Blonde,Biba Blonde,female,1948-02-21,WB6591553,Italian passport,00393783859951
Pippo,Paradiso,Pippo Paradiso,male,1970-04-22,OE3185693M,Italian driving license card,00393235572754
Giovanni,Siena,Giovanni Siena,male,1995-10-16,MS8548413Q,Italian driving license card,00393511142019
Giovanni,Monteleone,Giovanni Monteleone,male,1935-12-23,EZ3348033,Italian passport,00393701775462
Luigi,Pecoraro,Luigi Pecoraro,male,1933-09-18,WI6435159,Italian passport,00393703142063
Enzo,Scognamiglio,Enzo Scognamiglio,male,1984-03-03,TI4317933P,Italian driving license card,00393893925115
Franco,Zanardi,Franco Zanardi,male,1986-03-18,AC2634207,Italian passport,00393831442633
Claudio,Viola,Claudio Viola,male,1974-01-04,FC2579024P,Italian driving license card,00393311337546
Salvatore,Santagata,Salvatore Santagata,male,1964-06-01,SL56304XM,Italian electronic identity card,00393710895537
Aldo,Scrascia,Aldo Scrascia,male,1986-04-16,IL7910675Q,Italian driving license card,00393715933763
Lia,Maccarrone,Lia Maccarrone,female,1946-12-16,KW45964YN,Italian electronic identity card,00393701774002
