name,surname,fullname,sex,birth date,id,id_type
Luigi,Pecoraro,Luigi Pecoraro,male,1933-09-18,WI6435159,Italian passport
Enzo,Scognamiglio,Enzo Scognamiglio,male,1984-03-03,TI4317933P,Italian driving license card
Franco,Zanardi,Franco Zanardi,male,1986-03-18,AC2634207,Italian passport
Claudio,Viola,Claudio Viola,male,1974-01-04,FC2579024P,Italian driving license card
Salvatore,Santagata,Salvatore Santagata,male,1964-06-01,SL56304XM,Italian electronic identity card
Aldo,Scrascia,Aldo Scrascia,male,1986-04-16,IL7910675Q,Italian driving license card
Lia,Maccarrone,Lia Maccarrone,female,1946-12-16,KW45964YN,Italian electronic identity card
Mauro,Franchi,Mauro Franchi,male,1950-11-09,VJ3955829,Italian passport
Angelo,Longo,Angelo Longo,male,1961-06-18,LE9343331I,Italian driving license card
Salvatore Maria,Astorino,Salvatore Maria Astorino,male,1957-10-03,LH8491982,Italian passport
Alfredo,Castagnetta,Alfredo Castagnetta,male,1986-05-01,CO8243245G,Italian driving license card
Gianfranco,Ceramella,Gianfranco Ceramella,male,1936-02-12,DI5951573,Italian passport
Salvatore,Marsiglia,Salvatore Marsiglia,male,1947-05-04,LN3916999,Italian passport
Did,Gdd,Did Gdd,female,1966-07-01,ZQ99144GG,Italian electronic identity card
Rino,Bracco,Rino Bracco,male,1973-11-16,TO45436IV,Italian electronic identity card
Tommaso,Freiles,Tommaso Freiles,male,1977-03-24,NN2838376S,Italian driving license card
Paola,Vanni,Paola Vanni,female,1966-06-18,KL31191RF,Italian electronic identity card
Antonio,Mirante,Antonio Mirante,male,1977-03-16,HG4087562K,Italian driving license card
Adriano,Cicolari,Adriano Cicolari,male,2011-05-02,RH4377688O,Italian driving license card
Bernacchi,Stefano,Bernacchi Stefano,male,1953-07-01,FC2950685,Italian passport
Hermanito,Leon,Hermanito Leon,male,1993-02-11,CC6540583Y,Italian driving license card
Girolamo,Puzzo,Girolamo Puzzo,male,1998-04-29,PD82705JL,Italian electronic identity card
Maurizio,Giambarresi,Maurizio Giambarresi,male,1933-11-28,XX8725872,Italian passport
Enrico,Lenzi,Enrico Lenzi,male,1967-05-12,BB73607JB,Italian electronic identity card
Loreta,Rocchetti,Loreta Rocchetti,female,1990-01-20,RY94858QR,Italian electronic identity card
Marco,Cattoni,Marco Cattoni,male,2005-02-17,RH4159808O,Italian driving license card
Giorgio,Occhi Blu,Giorgio Occhi Blu,male,1994-11-12,GC2291613,Italian passport
Valentina,Sprinceana,Valentina Sprinceana,female,1931-04-16,CR6229346H,Italian driving license card
Filippo,Muscio,Filippo Muscio,male,2001-05-12,IG7013348,Italian passport
Roberto,Pisilli,Roberto Pisilli,male,1971-12-28,AC25648XK,Italian electronic identity card
Ombrosi,Fedele,Ombrosi Fedele,male,1973-03-23,OZ29133YR,Italian electronic identity card
Michele,Petrocelli,Michele Petrocelli,male,1992-06-11,OF2908936G,Italian driving license card
Paolo,Girotto,Paolo Girotto,male,1997-07-07,UB4406594W,Italian driving license card
Concetta,Montemagno,Concetta Montemagno,female,1935-08-23,IX17849FC,Italian electronic identity card
Alberto,Bergamini,Alberto Bergamini,male,1969-11-30,GA9936083,Italian passport
Raffaella,Pisano,Raffaella Pisano,female,1969-01-23,XX2867556D,Italian driving license card
Fabrizio,Senesi,Fabrizio Senesi,male,1936-03-16,YT4307955,Italian passport
Gisella,Bianco,Gisella Bianco,female,1930-08-08,UC32058VK,Italian electronic identity card
Diana,Hutanu,Diana Hutanu,female,1980-04-15,VB2834486,Italian passport
Luigi,Collodo,Luigi Collodo,male,1959-08-09,AO7580535Y,Italian driving license card
Dario,Crema,Dario Crema,male,2015-02-13,CN10312VX,Italian electronic identity card
Luigi,Dal Vecchio,Luigi Dal Vecchio,male,1976-02-18,EA4936510,Italian passport
Salvo,Calvagno,Salvo Calvagno,male,1962-08-16,JJ2321941S,Italian driving license card
Carmelo,Zizzari,Carmelo Zizzari,male,1965-10-22,QW27183KW,Italian electronic identity card
Renata,Bernardino,Renata Bernardino,female,1953-06-19,YX9783278L,Italian driving license card
Gianni,Rizzo,Gianni Rizzo,male,2014-03-18,VE3325709,Italian passport
Paola,Poli,Paola Poli,female,1954-02-19,XN34904VP,Italian electronic identity card
Mario,Paganini,Mario Paganini,male,1963-01-08,SW8556758,Italian passport
Domenico,Carbonaro,Domenico Carbonaro,male,1931-04-19,ML8984121,Italian passport
Flavio,Dal Santo,Flavio Dal Santo,male,1958-02-06,JX94545HR,Italian electronic identity card
Vito,Chirulli,Vito Chirulli,male,1971-08-08,BU5242250,Italian passport
Lorella,Biasini,Lorella Biasini,female,1955-09-11,TE9787777,Italian passport
Bruno,Cargnin,Bruno Cargnin,male,1966-02-12,AQ4640564,Italian passport
Liborio,Denaro,Liborio Denaro,male,1960-08-27,BR1694226,Italian passport
Natalino,Laselva,Natalino Laselva,male,1991-06-18,TO3707354E,Italian driving license card
Leda,Caramazza,Leda Caramazza,female,1990-12-07,QK80372ZT,Italian electronic identity card
Maria,Molinelli,Maria Molinelli,female,2016-04-27,IO1206845O,Italian driving license card
Francesco,Rizzuto,Francesco Rizzuto,male,1968-11-01,GL7428023X,Italian driving license card
Carmelo,Buetto,Carmelo Buetto,male,1982-03-31,PT8241580K,Italian driving license card
Carlo,Ferrari,Carlo Ferrari,male,1976-05-03,YO1512876C,Italian driving license card
Filippo,Pace,Filippo Pace,male,2006-07-05,YJ72623JF,Italian electronic identity card
Paola,Tromba,Paola Tromba,female,1933-03-31,NK5104786K,Italian driving license card
Giuseppe,Amaru,Giuseppe Amaru,male,1982-01-21,KZ3279062N,Italian driving license card
Miriam,Leone,Miriam Leone,female,1976-05-17,IH1852055J,Italian driving license card
Roberto,Bacigalupi,Roberto Bacigalupi,male,1983-08-12,OV11127ZX,Italian electronic identity card
Francesco,Brunetti,Francesco Brunetti,male,1943-10-12,II5737266,Italian passport
Ubaldo,Valdieri,Ubaldo Valdieri,male,1991-04-24,DC4610794F,Italian driving license card
Francesca,Arabia,Francesca Arabia,female,2014-10-05,TM7559814,Italian passport
Maria,Valente,Maria Valente,female,1959-01-02,TU79076FG,Italian electronic identity card
Valery,Bz,Valery Bz,female,1979-04-28,TY56565QO,Italian electronic identity card
Pasquale,Zinni,Pasquale Zinni,male,1944-09-17,IB8305837A,Italian driving license card
Carmela,Di Costanzo,Carmela Di Costanzo,female,1983-06-22,BO15512YY,Italian electronic identity card
Rosetta,Parolai,Rosetta Parolai,female,1931-06-05,AU3801156,Italian passport
Enzo,Monci,Enzo Monci,male,1942-04-26,OK2311304J,Italian driving license card
Gianni,Loiacono,Gianni Loiacono,male,1972-06-11,YF2863534Q,Italian driving license card
Conte,Max,Conte Max,male,1972-06-30,YI1011551Y,Italian driving license card
Luciano,Belli,Luciano Belli,male,1951-06-02,CR6498475,Italian passport
Pasquale,Zinni,Pasquale Zinni,male,1984-06-02,RL4128255N,Italian driving license card
Paolo,Bocchi,Paolo Bocchi,male,1991-08-22,YY4592743,Italian passport
Claudio,Giantomasi,Claudio Giantomasi,male,2001-05-28,MC96754WB,Italian electronic identity card
Mauro,Berardi,Mauro Berardi,male,1974-12-15,BS26834DL,Italian electronic identity card
Natalina,Pesce,Natalina Pesce,male,2003-11-11,VY1502191,Italian passport
Emanuele,Bacilieri,Emanuele Bacilieri,male,1958-07-28,HV4295911,Italian passport
Rosario,Todaro,Rosario Todaro,male,2013-01-21,KG1946987,Italian passport
Luciano,Quercia,Luciano Quercia,male,1936-08-01,ZD5087855U,Italian driving license card
Massimo,Di Chio,Massimo Di Chio,male,1937-05-11,NW90217TG,Italian electronic identity card
Giovanni,Messina,Giovanni Messina,male,1931-11-04,OZ5269836J,Italian driving license card
Michelino,Argento,Michelino Argento,male,1980-09-05,PG9296051H,Italian driving license card
Giovanni,Blangiardo,Giovanni Blangiardo,male,1982-08-09,WO2959617E,Italian driving license card
Giovanni,Blangiardo,Giovanni Blangiardo,male,1979-03-16,TW60286IZ,Italian electronic identity card
Agostino,Barlacchi,Agostino Barlacchi,male,1957-08-04,MR77533FK,Italian electronic identity card
Alessandro,Alboreto,Alessandro Alboreto,male,1977-09-13,MK9473874,Italian passport
Carolina,Russo,Carolina Russo,female,1939-08-09,RY3279244,Italian passport
Paolo,Cecchi,Paolo Cecchi,male,2015-07-02,ED9867405,Italian passport
Massimo,Covoni,Massimo Covoni,male,1980-03-17,NX76583JP,Italian electronic identity card
Donatella,D'Angelo,Donatella D'Angelo,female,2019-11-12,WE4664774,Italian passport
Katia,Orlandi,Katia Orlandi,female,1961-06-04,KR74052AY,Italian electronic identity card
Roberto Robella,Giotti,Roberto Robella Giotti,male,1963-02-20,VC98956TN,Italian electronic identity card
Piero,Martini,Piero Martini,male,2014-05-02,NP98107TE,Italian electronic identity card
Alessandro,Lai,Alessandro Lai,male,1953-11-09,BC2845887,Italian passport
Pierluigi,Palmulli,Pierluigi Palmulli,male,1953-10-23,JV54461TL,Italian electronic identity card
Liliana,Leonelli,Liliana Leonelli,female,2000-01-18,XR9320701,Italian passport
Parmigiana,Melanzana,Parmigiana Melanzana,female,1992-07-28,BI14117XI,Italian electronic identity card
Lillo,Pirrotta,Lillo Pirrotta,male,2003-04-04,TR4594721K,Italian driving license card
Norma,Passarella,Norma Passarella,female,2012-06-08,XV4822690B,Italian driving license card
Alessandro,Parisi,Alessandro Parisi,male,1995-07-11,UT2616447P,Italian driving license card
Pasquale,Diomaiuta,Pasquale Diomaiuta,male,1953-04-12,JK6675280S,Italian driving license card
Angelo,Taviani,Angelo Taviani,male,1987-10-06,EJ6630804,Italian passport
Umberto,Amato,Umberto Amato,male,1978-10-31,IB7608247,Italian passport
Francesco,Verdiani,Francesco Verdiani,male,2006-02-11,LT82231ZD,Italian electronic identity card
Lago,Isabella,Lago Isabella,male,1933-02-01,XH56582PU,Italian electronic identity card
Andrea,Capocchi,Andrea Capocchi,male,2010-11-13,MP98172EN,Italian electronic identity card
Luca,Sarri,Luca Sarri,male,2017-08-23,XP2050367,Italian passport
Antonio,Giliberto,Antonio Giliberto,male,2018-04-03,JD28978XX,Italian electronic identity card
Baffomix Marco,Samuelli,Baffomix Marco Samuelli,male,1945-12-31,FB3231145,Italian passport
Alessandra,Talini,Alessandra Talini,female,1946-05-07,LU2737461,Italian passport
Donatella,Nuzzi,Donatella Nuzzi,female,1959-08-06,SN3190093M,Italian driving license card
Giordano,Giuntini,Giordano Giuntini,male,1936-09-23,UF18981SZ,Italian electronic identity card
Luigi,Chiti,Luigi Chiti,male,1956-08-24,GQ3899322W,Italian driving license card
Roberta,Benvenuti,Roberta Benvenuti,female,2008-12-18,EU4052917V,Italian driving license card
Alfonso,Rogato,Alfonso Rogato,male,1987-04-11,CW51181MI,Italian electronic identity card
Riccardo,Costanzi,Riccardo Costanzi,male,2017-07-24,MS78806DS,Italian electronic identity card
Andrea,Cinti,Andrea Cinti,male,1982-05-13,NK16663AH,Italian electronic identity card
Giorgio,Surf,Giorgio Surf,male,1977-01-22,RW6078227,Italian passport
Nazzareno,Bufarini,Nazzareno Bufarini,male,1932-05-01,WE79564KB,Italian electronic identity card
Carla,Lanzi,Carla Lanzi,female,1955-01-13,GL9817979M,Italian driving license card
Marco,Checchin,Marco Checchin,male,1989-01-22,KQ90969GN,Italian electronic identity card
Luigi,Pieralisi,Luigi Pieralisi,male,1959-03-05,PP34527SV,Italian electronic identity card
Piero,Pesaresi,Piero Pesaresi,male,2012-11-28,VO3488428A,Italian driving license card
Eraldo,Mazzanti,Eraldo Mazzanti,male,1995-11-11,RT1956202E,Italian driving license card
Gabriele,Geri,Gabriele Geri,male,1986-04-10,KW8610229I,Italian driving license card
Massimo,Pacciarelli,Massimo Pacciarelli,male,1972-10-10,DF5060619,Italian passport
Rodolfo Canzio,Venturini,Rodolfo Canzio Venturini,male,1983-03-08,EU67780GC,Italian electronic identity card
Arturo,Eleuteri,Arturo Eleuteri,male,1931-07-30,LY2913181C,Italian driving license card
Renzo,Renzi,Renzo Renzi,male,1990-04-06,EW5027278M,Italian driving license card
Sandro,Ferretti,Sandro Ferretti,male,2001-11-18,XC8938566,Italian passport
Francesco,Grassi,Francesco Grassi,male,1954-08-02,SD7686612,Italian passport
Nazario,De Angelis,Nazario De Angelis,male,1992-10-20,RM1052862Z,Italian driving license card
Lelio,Palla,Lelio Palla,male,1941-01-01,WM7320838,Italian passport
Bibi,Antonio,Bibi Antonio,male,1938-03-21,PW8273555A,Italian driving license card
Paola,Trotti,Paola Trotti,female,1945-05-27,RS5937166,Italian passport
Anna,Bondi,Anna Bondi,female,2018-09-24,PK8752291U,Italian driving license card
Carlo,Chiurchi,Carlo Chiurchi,male,1969-08-12,HV8905861M,Italian driving license card
David,Carobi,David Carobi,male,2010-11-29,BW32498QX,Italian electronic identity card
Mauro,Cruciani,Mauro Cruciani,male,1935-12-09,MQ1730154F,Italian driving license card
Lucio,Improta,Lucio Improta,male,1979-01-21,LI9549558S,Italian driving license card
Maria Antonietta,Paglione,Maria Antonietta Paglione,female,2020-10-30,AV4378483,Italian passport
Nives,Bordignon,Nives Bordignon,female,1998-11-29,AL2528946,Italian passport
Demetrio,Lavorato,Demetrio Lavorato,male,2004-08-14,TB8527057B,Italian driving license card
Marziano,Vitali,Marziano Vitali,male,1962-05-27,GV11162VW,Italian electronic identity card
Arcangelo,D'andrea,Arcangelo D'andrea,male,1974-10-24,PO7368666,Italian passport
Giorgio,Giommi,Giorgio Giommi,male,1951-03-09,EC6950280W,Italian driving license card
Mirella,Angeli,Mirella Angeli,female,1970-10-31,SS7908999,Italian passport
Luciana,De Angelis,Luciana De Angelis,female,2003-04-16,BZ5579198,Italian passport
Cinzia,Nullo,Cinzia Nullo,female,2004-03-06,HR6124390,Italian passport
Mauro,Consorti,Mauro Consorti,male,1955-01-19,GK66770LK,Italian electronic identity card
Francesco,Patrizi,Francesco Patrizi,male,1966-10-01,BO25883OP,Italian electronic identity card
Pino,Tulli,Pino Tulli,male,1970-10-01,CZ43505AZ,Italian electronic identity card
Fortunato,Pagliaro,Fortunato Pagliaro,male,2014-02-18,DX7225291A,Italian driving license card
Massimo,Varesi,Massimo Varesi,male,1979-02-13,CD3261158V,Italian driving license card
Stefano,Caramia,Stefano Caramia,male,1979-07-11,FI8490749W,Italian driving license card
Mario,Ciarla,Mario Ciarla,male,1987-04-30,DZ3489926,Italian passport
Felice,Minelli,Felice Minelli,male,1999-08-12,XH2542638H,Italian driving license card
Mauro,De Rossi,Mauro De Rossi,male,1939-08-23,XD5625157,Italian passport
Antonietta,Longo,Antonietta Longo,female,1959-06-13,DI6377676Y,Italian driving license card
Gino,Malfer,Gino Malfer,male,1994-10-24,IK26078NT,Italian electronic identity card
Carrozzo,Vito,Carrozzo Vito,male,1981-07-21,KS10768QT,Italian electronic identity card
Claudio,Para,Claudio Para,male,1936-11-12,YF7248127E,Italian driving license card
Mimmo,Zaccaria,Mimmo Zaccaria,male,1930-02-20,BD26494WD,Italian electronic identity card
Danilo,Carosella,Danilo Carosella,male,1934-07-09,FU44091DX,Italian electronic identity card
Daniel,Klein,Daniel Klein,male,1998-10-02,DO4314725P,Italian driving license card
Alberto,Corsi,Alberto Corsi,male,1965-02-27,GE8236530C,Italian driving license card
Romualdo,Vallini,Romualdo Vallini,male,1971-06-07,OD5375689R,Italian driving license card
Antonio,Pera,Antonio Pera,male,1963-03-22,TH5034151M,Italian driving license card
Gianfranco,Calicchia,Gianfranco Calicchia,male,1999-05-28,JF8573957L,Italian driving license card
Domenico,Marzilli,Domenico Marzilli,male,2000-06-19,FD8667509,Italian passport
Rino,Ferraro,Rino Ferraro,male,1950-10-25,SV5491480J,Italian driving license card
Antonello,Testani,Antonello Testani,male,2010-12-27,GE3145124Y,Italian driving license card
Giuseppe,Chiodini,Giuseppe Chiodini,male,1968-07-08,UO3759500D,Italian driving license card
Nadia,Cucumo,Nadia Cucumo,female,1964-04-20,OO8572641,Italian passport
Mauro,Cimini,Mauro Cimini,male,2007-10-01,BM26457WP,Italian electronic identity card
Gianluca,Benedetti,Gianluca Benedetti,male,2005-03-29,WE7215895F,Italian driving license card
Anna,Polidori,Anna Polidori,female,2015-10-13,JT3374216I,Italian driving license card
Gianluca,Benedetti,Gianluca Benedetti,male,1979-04-12,VS1505114D,Italian driving license card
Michele,Casillo,Michele Casillo,male,1977-12-06,TZ5142485,Italian passport
Alessandro,Ferrara,Alessandro Ferrara,male,1997-06-15,DZ10992AZ,Italian electronic identity card
Antonio,Pignatelli,Antonio Pignatelli,male,1937-11-01,QJ6238909,Italian passport
Mauro,Tucceri Cimini,Mauro Tucceri Cimini,male,1969-12-24,HU35326CL,Italian electronic identity card
Maria Cristina,Savastano,Maria Cristina Savastano,female,2016-07-23,IT23581YU,Italian electronic identity card
Luigi,Mangiacotti,Luigi Mangiacotti,male,2016-04-06,CH7555126,Italian passport
Carmela,Samà,Carmela Samà,female,2013-12-10,XL65650DJ,Italian electronic identity card
Pierluigi Bianchi,Roberta Gervasi,Pierluigi Bianchi Roberta Gervasi,male,1975-01-21,SL54079GY,Italian electronic identity card
Diamante Daniela,Gizzi,Diamante Daniela Gizzi,female,1986-06-22,OG78623QI,Italian electronic identity card
Giacomo,Allega,Giacomo Allega,male,1946-06-15,UB9278346B,Italian driving license card
Cinzia,Morelli,Cinzia Morelli,female,1979-04-22,YI2378469Y,Italian driving license card
Domenico,Di Marco,Domenico Di Marco,male,2019-02-06,TV55819MH,Italian electronic identity card
Landi,Sandro,Landi Sandro,male,1939-11-22,LU9435393R,Italian driving license card
Vincenzo,Di Nicola,Vincenzo Di Nicola,male,1948-11-24,PZ1151349I,Italian driving license card
Margherita,Labianca,Margherita Labianca,female,2010-07-05,GC9187011,Italian passport
Giulia,Migliorelli,Giulia Migliorelli,female,1944-05-23,JK4279709C,Italian driving license card
Ennio,Cerasi,Ennio Cerasi,male,1994-12-18,MN9046057,Italian passport
Antonio,Colavecchio,Antonio Colavecchio,male,1972-03-13,KX10301YS,Italian electronic identity card
Fabio,Brilli,Fabio Brilli,male,2014-10-25,RT8244264N,Italian driving license card
Nanda,Donati,Nanda Donati,female,1944-05-20,ST7974956N,Italian driving license card
Antonio,Muscas,Antonio Muscas,male,1958-09-01,PJ26451VI,Italian electronic identity card
Rita,Di Tonno,Rita Di Tonno,female,1971-03-17,JX9429994,Italian passport
Marco,Boggio,Marco Boggio,male,2015-12-12,CP92508TP,Italian electronic identity card
Max,Fois,Max Fois,male,1944-12-29,RN72905MH,Italian electronic identity card
Frank,Pulix,Frank Pulix,male,2001-04-15,UK7632072R,Italian driving license card
Fernando,Stripe,Fernando Stripe,male,1974-03-24,QP14854EH,Italian electronic identity card
Ricardo,Orani,Ricardo Orani,male,1989-07-18,GI5851716,Italian passport
Antonella,Sedda,Antonella Sedda,female,1948-02-07,HQ7824500R,Italian driving license card
